KBID	Title	AlternateTitle	PackageName	URL	ProxiedURL	Publisher	Edition	Author	Editor	Illustrator	PrintISSN	OnlineISSN	PrintISBN	OnlineISBN	DOI	PeerReviewed	ManagedCoverageBegin	ManagedCoverageEnd	CustomCoverageBegin	CustomCoverageEnd	CoverageStatement	Embargo	CustomEmbargo	Description	Subject	ResourceType	PackageContentType	CreateCustom	HideOnPublicationFinder	Delete	OrderedThroughEBSCO	IsCustom	UserDefinedField1	UserDefinedField2	UserDefinedField3	UserDefinedField4	UserDefinedField5	PackageType	AllowEbscoToAddNewTitles	
2028912	Photochemistry: Volume 41	Photochemistry: Volume 41	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737722	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737722	Royal Society of Chemistry		E Fasani|Angelo Albini					978-1-84973-580-3	978-1-84973-772-2		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
2028913	Responsive Photonic Nanostructures: Smart Nanoscale Optical Materials	Responsive Photonic Nanostructures: Smart Nanoscale Optical Materials	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737760	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737760	Royal Society of Chemistry		Yadong Yin					978-1-84973-653-4	978-1-84973-776-0		N	2013-01-01	2013-12-31							SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General|TECHNOLOGY & ENGINEERING / Nanotechnology & MEMS	Book	EBook	N	N	N	N	N						Complete	Y	
2028914	Sensor Technology in Neuroscience	Sensor Technology in Neuroscience	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849735414	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849735414	Royal Society of Chemistry		Larisa-Emilia Cheran|Saman Sadeghi|Michael Thompson					978-1-84973-379-3	978-1-84973-541-4		N	2013-01-01	2013-12-31							Chemistry|MEDICAL / Neuroscience|SCIENCE / Chemistry / Analytic|SCIENCE / Life Sciences / Human Anatomy & Physiology	Book	EBook	N	N	N	N	N						Complete	Y	
2028915	Solid Oxide Fuel Cells: From Materials to System Modeling	Solid Oxide Fuel Cells: From Materials to System Modeling	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737777	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737777	Royal Society of Chemistry		Meng Ni|Tim S. Zhao					978-1-84973-654-1	978-1-68015-815-1|978-1-84973-777-7		N	2013-01-01	2013-12-31							Engineering|SCIENCE / Energy	Book	EBook	N	N	N	N	N						Complete	Y	
2028916	Thiol-X Chemistries in Polymer and Materials Science	Thiol-X Chemistries in Polymer and Materials Science	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849736961	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849736961	Royal Society of Chemistry		Christopher N Bowman|Andrew B Lowe					978-1-84973-660-2	978-1-84973-696-1		N	2013-01-01	2013-12-31							Organic Chemistry|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Organic|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
2261227	Alternative Solvents for Green Chemistry (2nd Edition)	Alternative Solvents for Green Chemistry (2nd Edition)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849736824	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849736824	Royal Society of Chemistry		Marriott, Ray|Kerton, Francesca M.					978-1-84973-595-7	978-1-68015-818-2|978-1-84973-682-4		N	2013-01-01	2013-12-31							Engineering	Book	EBook	N	N	N	N	N						Complete	Y	
2261228	Biotherapeutics: Recent Developments using Chemical and Molecular Biology	Biotherapeutics: Recent Developments using Chemical and Molecular Biology	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737159	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737159	Royal Society of Chemistry		Andrew J McKnight|Lyn Jones					978-1-84973-601-5	978-1-84973-715-9		N	2013-01-01	2013-12-31							Pharmacology|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
2261229	Chromatographic Methods in Metabolomics	Chromatographic Methods in Metabolomics	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737272	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737272	Royal Society of Chemistry		Wiedmer, Susanne|Royal Society of Chemistry (Great Britain) Staff|Hyotylainen, Tuulia					978-1-84973-607-7	978-1-84973-727-2		N	2013-01-01	2013-12-31							Chemistry	Book	EBook	N	N	N	N	N						Complete	Y	
2261230	Detection Challenges in Clinical Diagnostics	Detection Challenges in Clinical Diagnostics	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737302	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737302	Royal Society of Chemistry		Serban Peteu|Pankaj Vadgama					978-1-84973-612-1	978-1-84973-730-2		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Analytic	Book	EBook	N	N	N	N	N						Complete	Y	
2261231	Green Materials for Sustainable Water Remediation and Treatment	Green Materials for Sustainable Water Remediation and Treatment	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849735001	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849735001	Royal Society of Chemistry		Anuradha Mishra|James H Clark					978-1-84973-621-3	978-1-68015-813-7|978-1-84973-500-1		N	2013-01-01	2013-12-31							Chemistry|TECHNOLOGY & ENGINEERING / Environmental / General	Book	EBook	N	N	N	N	N						Complete	Y	
2261232	Supramolecular Systems in Biomedical Fields	Supramolecular Systems in Biomedical Fields	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737821	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737821	Royal Society of Chemistry		Hans-Jorg Schneider					978-1-84973-658-9	978-1-84973-782-1		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Organic|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
2320675	Biological Conversion of Biomass for Fuels and Chemicals: Explorations from Natural Utilization Systems	Biological Conversion of Biomass for Fuels and Chemicals: Explorations from Natural Utilization Systems	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849734738	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849734738	Royal Society of Chemistry		Shi-You Ding|Joy D Peterson|Jianzhong Sun					978-1-84973-424-0	978-1-84973-473-8		N	2013-01-01	2013-12-31							Biochemistry|SCIENCE / Energy	Book	EBook	N	N	N	N	N						Complete	Y	
2320676	The Carcinogenicity of Metals: Human risk through occupational and environmental exposure	The Carcinogenicity of Metals: Human risk through occupational and environmental exposure	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737197	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737197	Royal Society of Chemistry		Alan B. G. Lansdown					978-1-84973-718-0	978-1-68015-811-3|978-1-84973-719-7		N	2013-01-01	2013-12-31							Chemistry|MEDICAL / Toxicology|SCIENCE / Chemistry / Clinical|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
2320677	Chemical Modelling: Applications and Theory (Chemical Modelling)	Chemical Modelling: Applications and Theory (Chemical Modelling)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737241	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737241	Royal Society of Chemistry		Jan-Ole Joswig|Michael Springborg					978-1-84973-586-5	978-1-84973-724-1		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
2320678	Chemical Toxicity Prediction: Category Formation and Read-Across	Chemical Toxicity Prediction: Category Formation and Read-Across	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849734400	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849734400	Royal Society of Chemistry		David Roberts|Steven Enoch|Mark Cronin|Judith Madden					978-1-84973-384-7	978-1-68015-814-4|978-1-84973-440-0		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
2320679	Conjugated Polymers: A Practical Guide to Synthesis	Conjugated Polymers: A Practical Guide to Synthesis	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849739771	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849739771	Royal Society of Chemistry		Klaus Müllen|John R Reynolds|Toshio Masuda					978-1-84973-799-9	978-1-84973-977-1		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Organic|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
2320680	The Economic Utilisation of Food Co-Products	The Economic Utilisation of Food Co-Products	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737326	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737326	Royal Society of Chemistry		Peter Shuttleworth|Abbas Kazmi					978-1-84973-615-2	978-1-84973-732-6		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Industrial & Technical|TECHNOLOGY & ENGINEERING / Chemical & Biochemical	Book	EBook	N	N	N	N	N						Complete	Y	
2320681	Inhibitors of Molecular Chaperones as Therapeutic Agents	Inhibitors of Molecular Chaperones as Therapeutic Agents	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849739689	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849739689	Royal Society of Chemistry		Zhenhai Gao|Timothy D Machajewski					978-1-84973-666-4	978-1-84973-968-9		N	2013-01-01	2013-12-31							Chemistry|MEDICAL / Pharmacy|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
2320682	Mercury Handbook: Chemistry, Applications and Environmental Impact	Mercury Handbook: Chemistry, Applications and Environmental Impact	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849735155	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849735155	Royal Society of Chemistry		L F Kozin|Steve C Hansen					978-1-84973-409-7	978-1-68015-812-0|978-1-84973-515-5		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / Inorganic|TECHNOLOGY & ENGINEERING / Environmental / General	Book	EBook	N	N	N	N	N						Complete	Y	
2320683	Pain Therapeutics: Current and Future Treatment Paradigms	Pain Therapeutics: Current and Future Treatment Paradigms	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737715	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737715	Royal Society of Chemistry		Charlotte Allerton					978-1-84973-645-9	978-1-84973-771-5		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Industrial & Technical	Book	EBook	N	N	N	N	N						Complete	Y	
2320684	Photoelectrochemical Water Splitting: Materials, Processes and Architectures	Photoelectrochemical Water Splitting: Materials, Processes and Architectures	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737739	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737739	Royal Society of Chemistry		Hans-Joachim Lewerenz|Laurie Peter					978-1-84973-647-3	978-1-84973-773-9		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Energy	Book	EBook	N	N	N	N	N						Complete	Y	
2320685	Reaction Rate Constant Computations: Theories and Applications	Reaction Rate Constant Computations: Theories and Applications	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737753	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737753	Royal Society of Chemistry		Tianshu Chu|Keli Han					978-1-84973-650-3	978-1-84973-775-3		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
2320686	Reducing, Refining and Replacing the Use of Animals in Toxicity Testing	Reducing, Refining and Replacing the Use of Animals in Toxicity Testing	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737920	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737920	Royal Society of Chemistry		Dave Allen|Mike D Waters					978-1-84973-652-7	978-1-84973-792-0		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
2320687	Solar Energy Conversion: Dynamics of Interfacial Electron and Excitation Transfer	Solar Energy Conversion: Dynamics of Interfacial Electron and Excitation Transfer	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849735445	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849735445	Royal Society of Chemistry		Piotr Piotrowiak					978-1-84973-387-8	978-1-84973-544-5		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Energy	Book	EBook	N	N	N	N	N						Complete	Y	
2423586	Amino Acids, Peptides and Proteins: Volume 38	Amino Acids, Peptides and Proteins: Volume 38	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737081	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737081	Royal Society of Chemistry		Maxim Ryadnov|Etelka Farkas					978-1-84973-585-8	978-1-84973-708-1		N	2013-01-01	2013-12-31							Organic Chemistry|SCIENCE / Life Sciences / Biochemistry|SCIENCE / Life Sciences / Molecular Biology	Book	EBook	N	N	N	N	N						Complete	Y	
2423588	Functional Molecular Gels	Functional Molecular Gels	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737371	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737371	Royal Society of Chemistry		Beatriu Escuder|Juan F Miravet					978-1-84973-665-7	978-1-84973-737-1		N	2013-01-01	2013-12-31							Physical Chemistry|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
2423590	Magnetorheology: Advances and Applications	Magnetorheology: Advances and Applications	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781849737548	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781849737548	Royal Society of Chemistry		Norman M Wereley					978-1-84973-667-1	978-1-84973-754-8		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Physics / Magnetism|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
2423593	Natural Rubber Materials, Volume 1 - Blends and IPNs	Natural Rubber Materials, Volume 1 - Blends and IPNs	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737647	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737647	Royal Society of Chemistry		Hanna J. Maria|Laly A. Pothen|Sabu Thomas|Rajisha K. R.|Chin Han Chan					978-1-84973-610-7	978-1-68015-808-3|978-1-84973-764-7		N	2013-01-01	2013-12-31							SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
2423595	Polymeric Materials with Antimicrobial Activity: From Synthesis to Applications	Polymeric Materials with Antimicrobial Activity: From Synthesis to Applications	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781782624998	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781782624998	Royal Society of Chemistry		María L, Cerrada|Alexandra Muñoz-Bonilla|Marta Fernández-García					978-1-84973-807-1	978-1-68015-809-0|978-1-78262-499-8		N	2013-01-01	2013-12-31							Chemistry|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
2476412	Computational Catalysis	Computational Catalysis	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849734905	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849734905	Royal Society of Chemistry		Michael J Janik|Aravind Asthagiri					978-1-84973-451-6	978-1-84973-490-5		N	2013-01-01	2013-12-31							Biophysics|SCIENCE / Chemistry / Industrial & Technical|SCIENCE / Chemistry / Physical & Theoretical|TECHNOLOGY & ENGINEERING / Chemical & Biochemical	Book	EBook	N	N	N	N	N						Complete	Y	
2476512	Advances in Dermatological Sciences	Advances in Dermatological Sciences	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849734639	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849734639	Royal Society of Chemistry		Keith R. Brain|Robert Chilcott					978-1-84973-398-4	978-1-84973-463-9		N	2013-01-01	2013-12-31							Dermatology|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
2476513	Biomass for Sustainable Applications: Pollution Remediation and Energy	Biomass for Sustainable Applications: Pollution Remediation and Energy	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737142	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737142	Royal Society of Chemistry		Sarra Gaspard|Mohamed Chaker Ncibi					978-1-84973-600-8	978-1-84973-714-2		N	2013-01-01	2013-12-31							Pollution Control & Waste Management|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Industrial & Technical|TECHNOLOGY & ENGINEERING / Chemical & Biochemical	Book	EBook	N	N	N	N	N						Complete	Y	
2476514	Electrochemistry: Volume 12	Electrochemistry: Volume 12	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737333	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737333	Royal Society of Chemistry		Jay D Wadhawan|Richard G Compton					978-1-84973-581-0|978-1-84973-980-1	978-1-78262-027-3|978-1-84973-733-3		N	2013-01-01	2013-12-31							Electrochemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Physics / Electromagnetism	Book	EBook	N	N	N	N	N						Complete	Y	
2476515	Nanoscience 2	Nanoscience 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781849737623	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781849737623	Royal Society of Chemistry		Paul O'Brien|P John Thomas					978-1-84973-582-7	978-1-84973-762-3		N	2013-01-01	2013-12-31							Science|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Nanotechnology & MEMS	Book	EBook	N	N	N	N	N						Complete	Y	
